425,694,20,203,138,143,311
506,71,628,307,126,94,799,664
3,312,368,237,445,928
183,168,650,436,896
4,204,123,868,466
672,914,254,193,651,560,804,657
428,139,555,919,557,83
262,841,350
849,755,93,73,120,181,110
712,380,598
243,75,675,503,788,379,765
371,588,314,493,184,443
374,486,115,602,543
688,50,539
169,534,606,491,556,727,417,383
662,330,484,575,481
595,865,884,803,890,566
859,530,640
423,422,693,388,770,898
704,457,104,89,238,658
654,136,518
623,732,205,661,605
656,124,209,186,464,287
177,737,263,319,614,842,239
122,22,32
221,295,671,190,514,163,718
551,882,427,463,815,472,21
366,771,497
644,925,376,229,220,56,665
480,720,857
132,822,682,219,173,310,655
817,668,812
244,197,194
547,814,174,176,554
649,9,702,54,764,442,509
232,630,248,77,164,117,134
895,887,19,878,909,305,782
316,552,495
835,762,394,135,437,198
807,328,317,508,251,179,645
413,615,264,57,787
74,359,268,757,440
796,516,6,904,356,405
786,266,749,150,880
489,218,833,567,147,517,652,482
875,685,589,680,740,777,714
157,667,679,533,282,558
619,711,717,726,541,492,373
406,446,12,851,62,525
485,247,100,698,348,430
8,44,217,510,299,448,158
892,404,677,513,76,214,836,386
327,269,324,426,381,66,313
412,707,725,643,863
563,39,779
241,140,873,275,149,886
907,809,162,27,17,335,758
170,272,479,465,360
223,271,670
60,439,540,793,632,265,806
391,107,403,708,454,52
528,47,908,826,719,844
253,618,862,438,384,926,735
98,775,400,87,687,474,573
845,469,195
633,641,823,92,63,853,487,571
596,496,95,924,743,235,499
816,507,213,444,42,80,11
401,342,600,385,828
88,5,345,279,70,207,296
211,912,544
843,392,891
276,666,494,341,723,467
874,885,715,536,500,288,752,33
453,355,301
23,226,620,112,351
577,245,38,230,498
709,90,156,166,767,178,603
902,676,370
175,151,320,846,114
16,284,549
152,303,871,61,289,2,461,155
470,69,408,30,594,772,396
78,731,67
361,43,261,113,580,280
283,240,185,286,754
529,910,18
331,781,747,411,542,581
690,634,699,133,255,51,82
332,402,416,285,831
608,684,344,15,398
789,103,889,922,233,850,434,40
458,131,629,917,180,860
333,475,861,724,576
10,260,84,159,808
921,760,252,347,824,137,378,424
877,420,515,825,367,683,293
35,593,929,733,362,511,847
689,742,617,800,759,306,111
810,48,673,611,565,191
