18,171,233,317,328,330,356,466,484,632,696,793,868,904,910,922
11,42,63,80,89,92,136,185,238,240,283,286,444,483,518,618,754,756,816,862
40,44,50,103,104,176,193,217,282,389,434,457,533,539,547,554,589,627,651,685,719,789,826,850,889
30,100,210,247,252,331,495,500,536,552,581,594,667,679,747,760,781,927
33,48,76,93,110,147,181,182,194,196,197,220,229,264,272,288,362,479,513,567,576,615,673,715,724,733,752,755,849,874,878,885,909
3,39,107,124,209,312,339,368,403,478,568,779,928
12,20,22,32,38,61,67,73,120,177,180,218,226,230,239,245,248,289,319,323,350,446,475,497,498,535,577,614,620,630,642,694,731,736,771,833,837,841,842,861,917
19,71,113,284,549,580,628,653,802,887
6,162,251,360,374,465,508,516,543,553,602,759,800,809,834
21,23,24,57,87,98,112,140,159,186,266,301,341,342,351,355,400,402,416,463,464,472,474,503,551,572,573,578,600,612,643,687,723,749,775,787,788,808,815,863,873
17,27,111,139,199,306,534,555,606,617,622,689,703,742,865,884
26,43,109,115,138,195,203,261,271,297,314,347,411,469,486,542,565,588,611,670,824
65,254,278,299,422,510,641,693,720,823,857,914
9,51,54,82,97,133,151,255,263,320,357,404,490,557,605,661,677,690,702,737,764,919
201,303,348,370,372,388,392,668,676,698,770,812,871,891
205,295,353,390,462,671,732
75,174,183,224,384,394,410,436,438,454,675,708,762,803,814,890,896
13,135,150,166,184,259,269,324,437,481,493,575,711,717,767,786,880
58,70,149,275,279,407,440,682,757,822
90,144,156,385,701,763,828
62,69,285,329,373,408,476,492,541,619,726,831,851
131,173,219,367,458,459,494,629,639,666,825,855,860
77,114,164,168,349,420,427,447,515,650,846,882
5,84,94,126,163,190,221,260,307,345,375,506,514,544,586,664,680,718,740,743,799,912,924
47,376,381,426,439,530,540,613,640,660,908,920,925
36,95,268,359,491,496,556,634,638,699
15,123,204,213,344,398,399,451,507,593,684,707,725,929
